point.ID,poly.ID,X,Y,TAXOUSDA,TAXNUSDA
1080,3280,8865785,3669484,Orthents,Udorthents
1081,449,8862444,3639196,Udolls,Argiudolls
1082,2203,8857735,3633153,Udalfs,Hapludalfs
1083,1237,8861368,3669758,Aquolls,Endoaquolls
1084,26,8862608,3637775,Aqualfs,Albaqualfs
1085,2190,8857062,3687022,Udalfs,Hapludalfs
1086,1231,8874331,3695047,Aquolls,Endoaquolls
1087,711,8870288,3698749,Udolls,Argiudolls
1088,2142,8864392,3689800,Udalfs,Hapludalfs
1089,362,8880169,3708706,Udolls,Argiudolls
1090,557,8886407,3662924,Udolls,Argiudolls
1091,1211,8870942,3677511,Aquolls,Endoaquolls
1092,3280,8865785,3669484,Orthents,Udorthents
1093,576,8845991,3631336,Udolls,Argiudolls
1094,2,8909621,3689229,Aqualfs,Albaqualfs
1095,1279,8839726,3625970,Aquolls,Endoaquolls
1096,1279,8839726,3625970,Aquolls,Endoaquolls
1097,815,8844747,3630256,Udolls,Argiudolls
1098,416,8868236,3627638,Udolls,Argiudolls
1099,420,8959430,3643302,Udolls,Argiudolls
1100,564,8902938,3639119,Udolls,Argiudolls
1101,189,8971127,3638618,Udolls,Argiudolls
1102,1894,8855137,3692971,Udalfs,Hapludalfs
1103,481,8895891,3663006,Udolls,Argiudolls
1104,2369,8872130,3660789,Udalfs,Hapludalfs
1105,798,8880215,3681817,Udolls,Argiudolls
1106,2197,8882868,3660699,Udalfs,Hapludalfs
1107,1235,8970900,3845155,Aquolls,Endoaquolls
1108,1869,8938879,3787872,Udalfs,Hapludalfs
1109,2837,8881954,3756552,Udolls,Hapludolls
1110,3049,8861389,3753112,Udolls,Hapludolls
1111,469,8948450,3755748,Udolls,Argiudolls
1112,2067,8917045,3845404,Udalfs,Hapludalfs
1113,3074,8907330,3846364,Ustolls,Haplustolls
1114,1913,8944380,3779583,Udalfs,Hapludalfs
1115,2454,8958003,3779568,Udalfs,Hapludalfs
1116,473,8938925,3782231,Udolls,Argiudolls
1117,2731,8917671,3750787,Udolls,Hapludolls
1118,1292,8968527,3787619,Aquolls,Endoaquolls
1119,1525,8905256,3812036,Udalfs,Hapludalfs
1120,1365,8974008,3705827,Aquolls,Endoaquolls
1121,557,8886407,3662924,Udolls,Argiudolls
1122,3172,8910645,3621060,Fluvents,Udifluvents
1123,565,8900555,3631250,Udolls,Argiudolls
1124,1484,8883467,3765289,Saprists,Haplosaprists
1125,1900,8945729,3711369,Udalfs,Hapludalfs
1126,1042,8961251,3769433,Aquolls,Endoaquolls
1127,2871,8813495,3693198,Udolls,Hapludolls
1128,3259,8921944,3743960,Psamments,Udipsamments
1129,2841,8924431,3750265,Udolls,Hapludolls
1130,2975,8914416,3736661,Udolls,Hapludolls
1131,2726,8907664,3728240,Udolls,Hapludolls
1132,3259,8921944,3743960,Psamments,Udipsamments
1133,2872,8913749,3729141,Udolls,Hapludolls
1134,2679,8891026,3745984,Udolls,Hapludolls
1135,946,8855595,3652365,Aqualfs,Endoaqualfs
1136,2201,8851905,3699123,Udalfs,Hapludalfs
1137,1386,8870330,3691799,Aqualfs,Epiaqualfs
1138,2082,8883162,3660974,Udalfs,Hapludalfs
1139,557,8886407,3662924,Udolls,Argiudolls
1140,1101,8864063,3702811,Aquolls,Endoaquolls
1141,2195,8880604,3701635,Udalfs,Hapludalfs
1142,1544,8912363,3702480,Udalfs,Hapludalfs
1143,948,8861025,3689501,Aqualfs,Endoaqualfs
1144,1214,8840219,3678260,Aquolls,Endoaquolls
1145,1629,8862888,3680326,Udalfs,Hapludalfs
1146,485,8840430,3683823,Udolls,Argiudolls
1147,559,8882117,3680908,Udolls,Argiudolls
1148,572,8875464,3664456,Udolls,Argiudolls
1149,345,8910832,3708907,Udolls,Argiudolls
1150,1459,8917972,3704512,Aquents,Fluvaquents
1151,293,8914640,3673389,Udolls,Argiudolls
1152,879,8913027,3655976,Aqualfs,Endoaqualfs
1153,1032,8904191,3663269,Aquolls,Endoaquolls
1154,759,8890112,3704440,Udolls,Argiudolls
1155,1724,8938425,3775010,Udalfs,Hapludalfs
1156,361,8914775,3708809,Udolls,Argiudolls
1157,2836,8881827,3732388,Udolls,Hapludolls
1158,1374,8886725,3736680,Aquolls,Endoaquolls
1159,1478,8913888,3740187,Saprists,Haplosaprists
1160,2867,8914401,3735684,Udolls,Hapludolls
1161,935,8906838,3733592,Aqualfs,Endoaqualfs
1162,1370,8838012,3661335,Aquolls,Endoaquolls
1163,2804,8834346,3677463,Udolls,Hapludolls
1164,2852,8833971,3675800,Udolls,Hapludolls
1165,2804,8834346,3677463,Udolls,Hapludolls
1166,1439,8833862,3671989,Udepts,Eutrudepts
1167,3007,8826081,3680518,Udolls,Hapludolls
1168,3007,8826081,3680518,Udolls,Hapludolls
1169,2858,8891086,3742658,Udolls,Hapludolls
1170,3150,8919924,3656629,Fluvents,Udifluvents
1171,3155,8919834,3656933,Fluvents,Udifluvents
1172,547,8942384,3654580,Udolls,Argiudolls
1173,545,8942310,3658497,Udolls,Argiudolls
1174,544,8942694,3657241,Udolls,Argiudolls
1175,2793,8949935,3666160,Udolls,Hapludolls
1176,3191,8940345,3650198,Fluvents,Udifluvents
1177,1435,8817930,3698688,Udepts,Eutrudepts
1178,2956,8901558,3744187,Udolls,Hapludolls
1179,2854,8905277,3741300,Udolls,Hapludolls
1180,542,8947789,3804001,Udolls,Argiudolls
1181,732,8925152,3765203,Udolls,Argiudolls
1182,1127,8908088,3722194,Aquolls,Endoaquolls
1183,1295,8871033,3754712,Aquolls,Endoaquolls
1184,3095,8940841,3786824,Psamments,Quartzipsamments
1185,2843,8811104,3693980,Udolls,Hapludolls
1186,2818,8812188,3697046,Udolls,Hapludolls
1187,2866,8922450,3748203,Udolls,Hapludolls
1188,2726,8907664,3728240,Udolls,Hapludolls
1189,3245,8810940,3695271,Psamments,Udipsamments
1190,900,8863177,3809043,Aqualfs,Endoaqualfs
1191,900,8863177,3809043,Aqualfs,Endoaqualfs
1192,1500,8889164,3735993,Saprists,Haplosaprists
1193,1754,8799900,3624737,Udalfs,Hapludalfs
1194,1754,8799900,3624737,Udalfs,Hapludalfs
1195,2387,8937935,3713679,Udalfs,Hapludalfs
1196,1909,8938904,3711053,Udalfs,Hapludalfs
1197,1909,8938904,3711053,Udalfs,Hapludalfs
1198,176,8895071,3748736,Udolls,Argiudolls
1199,185,8977613,3696824,Udolls,Argiudolls
1200,734,8939812,3778490,Udolls,Argiudolls
1201,86,8931374,3767583,Albolls,Argialbolls
1202,2837,8881954,3756552,Udolls,Hapludolls
1203,2857,8902563,3741422,Udolls,Hapludolls
1204,2649,8884255,3731730,Udolls,Hapludolls
1205,1432,8882186,3731230,Udepts,Eutrudepts
1206,2959,8812438,3626633,Udolls,Hapludolls
1207,1284,8880215,3792424,Aquolls,Endoaquolls
1208,2236,8817341,3699700,Udalfs,Hapludalfs
1209,758,8886978,3704768,Udolls,Argiudolls
1210,1499,8955567,3734186,Saprists,Haplosaprists
1211,2741,8879056,3741802,Udolls,Hapludolls
1212,1099,8882292,3745517,Aquolls,Endoaquolls
1213,1099,8882292,3745517,Aquolls,Endoaquolls
1214,1099,8882292,3745517,Aquolls,Endoaquolls
1215,2842,8817175,3685725,Udolls,Hapludolls
1216,1873,8860054,3671783,Udalfs,Hapludalfs
1217,974,8891358,3667311,Aqualfs,Endoaqualfs
1218,553,8859592,3659137,Udolls,Argiudolls
1219,2082,8883162,3660974,Udalfs,Hapludalfs
1220,711,8870288,3698749,Udolls,Argiudolls
1221,1386,8870330,3691799,Aqualfs,Epiaqualfs
1222,170,8870892,3701300,Udolls,Argiudolls
1223,1883,8798106,3621151,Udalfs,Hapludalfs
1224,1471,8810334,3621297,Aquolls,Haplaquolls
1225,725,8930977,3731330,Udolls,Argiudolls
1226,1127,8908088,3722194,Aquolls,Endoaquolls
1227,125,8854720,3633042,Aquolls,Argiaquolls
1228,1204,8848250,3633094,Aquolls,Endoaquolls
1229,2136,8964459,3761818,Udalfs,Hapludalfs
1230,1185,8961934,3746197,Aquolls,Endoaquolls
1231,529,8922662,3738278,Udolls,Argiudolls
1232,1492,8921951,3731967,Saprists,Haplosaprists
1233,3280,8865785,3669484,Orthents,Udorthents
1234,2831,8954886,3780266,Udolls,Hapludolls
1235,471,8964230,3793568,Udolls,Argiudolls
1236,1791,8942682,3759601,Udalfs,Hapludalfs
1237,2831,8954886,3780266,Udolls,Hapludolls
1238,896,8917845,3781602,Aqualfs,Endoaqualfs
1239,965,8914208,3778063,Aqualfs,Endoaqualfs
1240,2180,8903407,3779012,Udalfs,Hapludalfs
1241,2022,8855629,3635816,Udalfs,Hapludalfs
1242,1183,8850907,3676074,Aquolls,Endoaquolls
1243,1893,8847998,3701074,Udalfs,Hapludalfs
1244,2363,8848434,3692233,Udalfs,Hapludalfs
1245,2172,8856435,3704155,Udalfs,Hapludalfs
1246,2146,8817492,3705087,Udalfs,Hapludalfs
1247,2171,8853393,3705823,Udalfs,Hapludalfs
1248,1767,8877040,3835814,Udalfs,Hapludalfs
1249,2115,8869966,3834711,Udalfs,Hapludalfs
1250,1851,8859240,3837620,Udalfs,Hapludalfs
1251,6,8889396,3824925,Aqualfs,Albaqualfs
1252,1413,8936596,3712097,Ochrepts,Eutrochrepts
1253,2367,8939466,3710747,Udalfs,Hapludalfs
1254,1707,8906279,3767885,Udalfs,Hapludalfs
1255,965,8914208,3778063,Aqualfs,Endoaqualfs
1256,1801,8916009,3781541,Udalfs,Hapludalfs
1257,1707,8906279,3767885,Udalfs,Hapludalfs
1258,965,8914208,3778063,Aqualfs,Endoaqualfs
1259,2161,8854586,3638454,Udalfs,Hapludalfs
1260,2386,8914806,3697745,Udalfs,Hapludalfs
1261,2809,8879682,3679599,Udolls,Hapludolls
1262,2450,8872742,3654729,Udalfs,Hapludalfs
1263,3133,8891493,3681013,Arents,Udarents
1264,2458,8876197,3667550,Udalfs,Hapludalfs
1265,2224,8846412,3826783,Udalfs,Hapludalfs
1266,2130,8917971,3695701,Udalfs,Hapludalfs
1267,554,8926029,3799669,Udolls,Argiudolls
1268,2147,8853819,3706647,Udalfs,Hapludalfs
1269,902,8865147,3690271,Aqualfs,Endoaqualfs
1270,2371,8881693,3707921,Udalfs,Hapludalfs
1271,1851,8859240,3837620,Udalfs,Hapludalfs
1272,1402,8873000,3839615,Aqualfs,Epiaqualfs
1273,532,8889258,3705326,Udolls,Argiudolls
1274,1046,8937013,3780373,Aquolls,Endoaquolls
1275,2390,8944752,3795159,Udalfs,Hapludalfs
1276,2465,8934699,3809498,Udalfs,Hapludalfs
1277,530,8970095,3808540,Udolls,Argiudolls
1278,2138,8936304,3699709,Udalfs,Hapludalfs
1279,2045,8935693,3710401,Udalfs,Hapludalfs
1280,1154,8836215,3704881,Aquolls,Endoaquolls
1281,2133,8966135,3762628,Udalfs,Hapludalfs
1282,1504,8933359,3710196,Udalfs,Hapludalfs
1283,2136,8964459,3761818,Udalfs,Hapludalfs
1284,2218,8812879,3699687,Udalfs,Hapludalfs
1285,1418,8872021,3730039,Udepts,Eutrudepts
1286,1202,8962767,3762371,Aquolls,Endoaquolls
1287,2261,8830068,3833632,Udalfs,Hapludalfs
1288,530,8970095,3808540,Udolls,Argiudolls
1289,478,8864962,3838425,Udolls,Argiudolls
1290,1199,8918486,3745101,Aquolls,Endoaquolls
1291,2732,8922284,3750426,Udolls,Hapludolls
1292,2732,8922284,3750426,Udolls,Hapludolls
1293,2841,8924431,3750265,Udolls,Hapludolls
1294,1041,8929641,3754337,Aquolls,Endoaquolls
1295,1639,8929514,3759685,Udalfs,Hapludalfs
1296,2976,8909684,3727002,Udolls,Hapludolls
1297,7,8886573,3728577,Aqualfs,Albaqualfs
1298,1291,8903717,3728732,Aquolls,Endoaquolls
1299,828,8905174,3731986,Aquolls,Calciaquolls
1300,2949,8884755,3727723,Udolls,Hapludolls
1301,935,8906838,3733592,Aqualfs,Endoaqualfs
1302,979,8910929,3740063,Aqualfs,Endoaqualfs
1303,268,8973226,3754533,Udolls,Argiudolls
1304,1760,8924943,3696125,Udalfs,Hapludalfs
1305,704,8970456,3771562,Udolls,Argiudolls
1306,1167,8969043,3787361,Aquolls,Endoaquolls
1307,369,8884674,3724465,Udolls,Argiudolls
1308,523,8919940,3731413,Udolls,Argiudolls
1309,2825,8889938,3818484,Udolls,Hapludolls
1310,2114,8889896,3821645,Udalfs,Hapludalfs
1311,2115,8869966,3834711,Udalfs,Hapludalfs
1312,3275,8883281,3782886,Orthents,Udorthents
1313,1185,8961934,3746197,Aquolls,Endoaquolls
1314,1184,8886495,3753872,Aquolls,Endoaquolls
1315,1116,8896413,3773150,Aquolls,Endoaquolls
1316,1246,8838796,3671189,Aquolls,Endoaquolls
1317,1743,8912204,3700618,Udalfs,Hapludalfs
1318,906,8879575,3667855,Aqualfs,Endoaqualfs
1319,1752,8890553,3653303,Udalfs,Hapludalfs
1320,2972,8889908,3657532,Udolls,Hapludolls
1321,1176,8895993,3708514,Aquolls,Endoaquolls
1322,532,8889258,3705326,Udolls,Argiudolls
1323,1101,8864063,3702811,Aquolls,Endoaquolls
1324,1266,8888461,3751754,Aquolls,Endoaquolls
1325,228,8914867,3674447,Udolls,Argiudolls
1326,719,8935030,3812431,Udolls,Argiudolls
1327,2039,8833730,3701463,Udalfs,Hapludalfs
1328,1268,8806169,3696449,Aquolls,Endoaquolls
1329,52,8830170,3686113,Aqualfs,Albaqualfs
1330,1098,8809701,3691050,Aquolls,Endoaquolls
1331,823,8858242,3621616,Udolls,Argiudolls
1332,2718,8791274,3801872,Udolls,Hapludolls
1333,2251,8862466,3794347,Udalfs,Hapludalfs
1334,2258,8791796,3836891,Udalfs,Hapludalfs
1335,2517,8816621,3847735,Udalfs,Hapludalfs
1336,2260,8809761,3849260,Udalfs,Hapludalfs
1337,2497,8813802,3797573,Udalfs,Hapludalfs
1338,2919,8753235,3842718,Udolls,Hapludolls
1339,2258,8791796,3836891,Udalfs,Hapludalfs
1340,2245,8848305,3800499,Udalfs,Hapludalfs
1341,2258,8791796,3836891,Udalfs,Hapludalfs
1342,2480,8817029,3783371,Udalfs,Hapludalfs
1343,767,8836587,3844263,Udolls,Argiudolls
1344,2771,8797232,3860054,Udolls,Hapludolls
1345,2119,8796971,3860605,Udalfs,Hapludalfs
1346,2119,8796971,3860605,Udalfs,Hapludalfs
1347,2119,8796971,3860605,Udalfs,Hapludalfs
1348,2771,8797232,3860054,Udolls,Hapludolls
1349,2771,8797232,3860054,Udolls,Hapludolls
1350,1140,8716526,3647446,Aquolls,Endoaquolls
1351,1142,8723007,3643435,Aquolls,Endoaquolls
1352,1078,8725378,3623893,Aquolls,Endoaquolls
1353,1141,8721221,3626198,Aquolls,Endoaquolls
1354,919,8750252,3641448,Aqualfs,Endoaqualfs
1355,1395,8723054,3628555,Aqualfs,Epiaqualfs
1356,397,8717774,3646099,Udolls,Argiudolls
1357,3167,8752100,3628812,Fluvents,Udifluvents
1358,849,8730790,3644701,Udepts,Dystrudepts
1359,1390,8737011,3645647,Aqualfs,Epiaqualfs
1360,2964,8725938,3620838,Udolls,Hapludolls
1361,28,8732205,3644401,Aqualfs,Albaqualfs
1362,1948,8750867,3629833,Udalfs,Hapludalfs
1363,1970,8750331,3623665,Udalfs,Hapludalfs
1364,267,8959146,3659751,Udolls,Argiudolls
1365,2793,8949935,3666160,Udolls,Hapludolls
1366,963,8872370,3838431,Aqualfs,Endoaqualfs
1367,2093,8867031,3840223,Udalfs,Hapludalfs
1368,515,8865044,3838859,Udolls,Argiudolls
1369,2225,8850559,3822798,Udalfs,Hapludalfs
1370,2013,8884733,3836685,Udalfs,Hapludalfs
1371,2013,8884733,3836685,Udalfs,Hapludalfs
1372,2012,8888915,3821841,Udalfs,Hapludalfs
1373,1987,8888343,3842553,Udalfs,Hapludalfs
1374,6,8889396,3824925,Aqualfs,Albaqualfs
1375,2110,8858154,3827054,Udalfs,Hapludalfs
1376,2110,8858154,3827054,Udalfs,Hapludalfs
1377,2110,8858154,3827054,Udalfs,Hapludalfs
1378,2827,8866705,3831415,Udolls,Hapludolls
1379,348,8886658,3833382,Udolls,Argiudolls
1380,2114,8889896,3821645,Udalfs,Hapludalfs
1381,2106,8867338,3806945,Udalfs,Hapludalfs
1382,2107,8869371,3806838,Udalfs,Hapludalfs
1383,2826,8861749,3824102,Udolls,Hapludolls
1384,359,8860649,3828749,Udolls,Argiudolls
1385,3088,8864946,3821200,Udalfs,Paleudalfs
1386,1770,8876403,3823090,Udalfs,Hapludalfs
1387,1848,8864623,3833350,Udalfs,Hapludalfs
1388,1851,8859240,3837620,Udalfs,Hapludalfs
1389,2743,8849703,3834208,Udolls,Hapludolls
1390,2010,8886726,3832981,Udalfs,Hapludalfs
1391,1540,8886236,3836074,Udalfs,Hapludalfs
1392,2261,8830068,3833632,Udalfs,Hapludalfs
1393,2114,8889896,3821645,Udalfs,Hapludalfs
1394,900,8863177,3809043,Aqualfs,Endoaqualfs
1395,1636,8860565,3810180,Udalfs,Hapludalfs
1396,2830,8856180,3813081,Udolls,Hapludolls
1397,1045,8821769,3685246,Aquolls,Endoaquolls
1398,2853,8834451,3673481,Udolls,Hapludolls
1399,1246,8838796,3671189,Aquolls,Endoaquolls
1400,3008,8824640,3681859,Udolls,Hapludolls
1401,384,8890427,3743884,Udolls,Argiudolls
1402,2858,8891086,3742658,Udolls,Hapludolls
1403,2820,8823296,3680299,Udolls,Hapludolls
1404,2823,8813893,3694919,Udolls,Hapludolls
1405,2820,8823296,3680299,Udolls,Hapludolls
1406,967,8802775,3624661,Aqualfs,Endoaqualfs
1407,23,8861440,3675181,Aqualfs,Albaqualfs
1408,13,8729758,3628165,Aqualfs,Albaqualfs
1409,129,8692642,3630244,Aquolls,Argiaquolls
1410,2433,8709572,3639994,Udalfs,Hapludalfs
1411,1828,8896663,3861337,Udalfs,Hapludalfs
1412,2499,8897605,3845843,Udalfs,Hapludalfs
1413,2510,8912422,3852093,Udalfs,Hapludalfs
1414,1308,8897725,3851067,Aquolls,Endoaquolls
1415,1308,8897725,3851067,Aquolls,Endoaquolls
1416,1308,8897725,3851067,Aquolls,Endoaquolls
1417,1819,8895741,3867475,Udalfs,Hapludalfs
1418,1172,8875840,3843138,Aquolls,Endoaquolls
1419,164,8868542,3840638,Udolls,Argiudolls
1420,164,8868542,3840638,Udolls,Argiudolls
1421,2278,8895853,3859820,Udalfs,Hapludalfs
1422,507,8863937,3843966,Udolls,Argiudolls
1423,2278,8895853,3859820,Udalfs,Hapludalfs
1424,507,8863937,3843966,Udolls,Argiudolls
1425,952,8847167,3634539,Aqualfs,Endoaqualfs
1426,1897,8852671,3663433,Udalfs,Hapludalfs
1427,2363,8848434,3692233,Udalfs,Hapludalfs
1428,2457,8887043,3673644,Udalfs,Hapludalfs
1429,2165,8888322,3672158,Udalfs,Hapludalfs
1430,2143,8864136,3670845,Udalfs,Hapludalfs
1431,1871,8897270,3670653,Udalfs,Hapludalfs
1432,948,8861025,3689501,Aqualfs,Endoaqualfs
1433,1673,8912280,3639217,Udalfs,Hapludalfs
1434,567,8933139,3678389,Udolls,Argiudolls
1435,506,8887970,3768237,Udolls,Argiudolls
1436,2928,8931580,3767269,Udolls,Hapludolls
1437,2929,8934865,3766651,Udolls,Hapludolls
1438,2932,8937477,3765154,Udolls,Hapludolls
1439,2930,8934156,3762553,Udolls,Hapludolls
1440,1091,8931985,3757769,Aquolls,Endoaquolls
1441,3256,8878704,3768429,Psamments,Udipsamments
1442,3096,8941150,3786801,Psamments,Quartzipsamments
1443,3249,8885127,3741904,Psamments,Udipsamments
1444,488,8841461,3682086,Udolls,Argiudolls
1445,3140,8886091,3679962,Arents,Udarents
1446,2450,8872742,3654729,Udalfs,Hapludalfs
1447,2193,8873078,3685541,Udalfs,Hapludalfs
1448,286,8875945,3716517,Udolls,Argiudolls
1449,1231,8874331,3695047,Aquolls,Endoaquolls
1450,1712,8867827,3696389,Udalfs,Hapludalfs
1451,1709,8896620,3673697,Udalfs,Hapludalfs
1452,1924,8871005,3659029,Udalfs,Hapludalfs
1453,3120,8885279,3672733,Arents,Udarents
1454,532,8889258,3705326,Udolls,Argiudolls
1455,1,8867243,3807745,Aqualfs,Albaqualfs
1456,900,8863177,3809043,Aqualfs,Endoaqualfs
1457,2986,8852246,3827006,Udolls,Hapludolls
1458,2804,8834346,3677463,Udolls,Hapludolls
1459,2062,8841379,3659810,Udalfs,Hapludalfs
1460,1161,8911942,3683330,Aquolls,Endoaquolls
1461,1317,8961330,3702260,Aquolls,Endoaquolls
1462,1175,8841387,3677953,Aquolls,Endoaquolls
1463,1447,8858542,3700279,Udepts,Eutrudepts
1464,2189,8832039,3625666,Udalfs,Hapludalfs
1465,2072,8875739,3655669,Udalfs,Hapludalfs
1466,125,8854720,3633042,Aquolls,Argiaquolls
1467,1161,8911942,3683330,Aquolls,Endoaquolls
1468,819,8904904,3698969,Udolls,Argiudolls
1469,519,8842316,3653659,Udolls,Argiudolls
1470,3280,8865785,3669484,Orthents,Udorthents
1471,3133,8891493,3681013,Arents,Udarents
1472,1860,8867232,3660320,Udalfs,Hapludalfs
1473,2175,8911511,3702230,Udalfs,Hapludalfs
1474,2025,8942758,3697882,Udalfs,Hapludalfs
1475,450,8910134,3780463,Udolls,Argiudolls
1476,2043,8904335,3778919,Udalfs,Hapludalfs
1477,1052,8838110,3633423,Aquolls,Endoaquolls
1478,452,8842358,3640779,Udolls,Argiudolls
1479,2286,8962683,3712890,Udalfs,Hapludalfs
1480,489,8850585,3631801,Udolls,Argiudolls
1481,3280,8865785,3669484,Orthents,Udorthents
1482,2071,8898628,3653886,Udalfs,Hapludalfs
1483,20,8872048,3680501,Aqualfs,Albaqualfs
1484,1226,8868214,3658135,Aquolls,Endoaquolls
1485,2809,8879682,3679599,Udolls,Hapludolls
1486,346,8897027,3686960,Udolls,Argiudolls
1487,489,8850585,3631801,Udolls,Argiudolls
1488,2203,8857735,3633153,Udalfs,Hapludalfs
1489,2026,8905079,3691644,Udalfs,Hapludalfs
1490,3243,8943488,3746410,Psamments,Udipsamments
1491,3141,8885555,3679879,Arents,Udarents
1492,255,8887770,3832515,Udolls,Argiudolls
1493,154,8906277,3837356,Udolls,Argiudolls
1494,525,8973660,3762563,Udolls,Argiudolls
1495,2100,8867163,3823170,Udalfs,Hapludalfs
1496,352,8928889,3707833,Udolls,Argiudolls
1497,159,8918555,3825304,Udolls,Argiudolls
1498,441,8945189,3770185,Udolls,Argiudolls
1499,2135,8948678,3757376,Udalfs,Hapludalfs
1500,2033,8887524,3842376,Udalfs,Hapludalfs
1501,2110,8858154,3827054,Udalfs,Hapludalfs
1502,3175,8897335,3706505,Fluvents,Udifluvents
1503,1253,8836944,3671225,Aquolls,Endoaquolls
1504,1253,8836944,3671225,Aquolls,Endoaquolls
1505,2013,8884733,3836685,Udalfs,Hapludalfs
1506,2128,8922141,3683011,Udalfs,Hapludalfs
1507,3007,8826081,3680518,Udolls,Hapludolls
1508,449,8862444,3639196,Udolls,Argiudolls
1509,2852,8833971,3675800,Udolls,Hapludolls
1510,1442,8892696,3769855,Udepts,Eutrudepts
1511,251,8910558,3705320,Udolls,Argiudolls
1512,250,8909481,3677419,Udolls,Argiudolls
1513,2187,8866936,3644248,Udalfs,Hapludalfs
1514,2082,8883162,3660974,Udalfs,Hapludalfs
1515,966,8935235,3710370,Aqualfs,Endoaqualfs
1516,2801,8704354,3711597,Udolls,Hapludolls
1517,1950,8727289,3690901,Udalfs,Hapludalfs
1518,1473,8726696,3710251,Aquolls,Haplaquolls
1519,398,8701714,3714788,Udolls,Argiudolls
1520,1401,8728831,3697170,Aqualfs,Epiaqualfs
1521,783,8727162,3709894,Udolls,Argiudolls
1522,922,8720084,3703104,Aqualfs,Endoaqualfs
1523,846,8703292,3690650,Udepts,Dystrudepts
1524,3168,8714272,3687253,Fluvents,Udifluvents
1525,1949,8714040,3704163,Udalfs,Hapludalfs
1526,1392,8705481,3683458,Aqualfs,Epiaqualfs
1527,1401,8728831,3697170,Aqualfs,Epiaqualfs
1528,2754,8728236,3716409,Udolls,Hapludolls
1529,1401,8728831,3697170,Aqualfs,Epiaqualfs
1530,842,8703255,3690638,Ochrepts,Dystrochrepts
1531,1391,8720795,3701948,Aqualfs,Epiaqualfs
1532,1170,8718600,3686784,Aquolls,Endoaquolls
1533,1956,8731665,3684965,Udalfs,Hapludalfs
1534,1133,8692694,3715053,Aquolls,Endoaquolls
1535,2058,8712428,3710751,Udalfs,Hapludalfs
1536,1171,8728039,3690923,Aquolls,Endoaquolls
1537,1010,8713771,3750825,Aquolls,Endoaquolls
1538,1513,8734322,3756141,Udalfs,Hapludalfs
1539,1510,8724686,3751714,Udalfs,Hapludalfs
1540,94,8702966,3727862,Aquolls,Argiaquolls
1541,3147,8735215,3747313,Fluvents,Udifluvents
1542,1364,8815494,3654889,Aquolls,Endoaquolls
1543,1698,8722878,3757889,Udalfs,Hapludalfs
1544,3147,8735215,3747313,Fluvents,Udifluvents
1545,674,8708650,3746323,Udolls,Argiudolls
1546,1511,8712205,3722238,Udalfs,Hapludalfs
1547,2052,8721672,3728557,Udalfs,Hapludalfs
1548,1408,8791041,3661313,Aqualfs,Epiaqualfs
1549,2561,8707715,3730146,Udalfs,Hapludalfs
1550,3146,8735962,3729612,Fluvents,Udifluvents
1551,1513,8734322,3756141,Udalfs,Hapludalfs
1552,3147,8735215,3747313,Fluvents,Udifluvents
1553,2581,8731057,3747246,Udolls,Hapludolls
1554,1281,8721052,3734027,Aquolls,Endoaquolls
1555,1010,8713771,3750825,Aquolls,Endoaquolls
1556,2581,8731057,3747246,Udolls,Hapludolls
1557,1399,8922488,3675410,Aqualfs,Epiaqualfs
1558,494,8878795,3699760,Udolls,Argiudolls
1559,2631,8833890,3673617,Udolls,Hapludolls
1560,1501,8816055,3624112,Xerepts,Haploxerepts
1561,454,8933647,3725494,Udolls,Argiudolls
1562,2046,8938219,3740346,Udalfs,Hapludalfs
1563,2402,8836244,3674244,Udalfs,Hapludalfs
1564,452,8842358,3640779,Udolls,Argiudolls
1565,25,8853241,3641455,Aqualfs,Albaqualfs
1566,2084,8908795,3696320,Udalfs,Hapludalfs
1567,1306,8821689,3702386,Aquolls,Endoaquolls
1568,484,8850691,3621919,Udolls,Argiudolls
1569,456,8926246,3774953,Udolls,Argiudolls
1570,558,8864214,3670144,Udolls,Argiudolls
1571,2426,8911037,3740068,Udalfs,Hapludalfs
1572,1929,8857779,3657194,Udalfs,Hapludalfs
1573,1157,8953610,3740184,Aquolls,Endoaquolls
1574,2046,8938219,3740346,Udalfs,Hapludalfs
1575,69,8935476,3720212,Albolls,Argialbolls
1576,453,8943475,3727458,Udolls,Argiudolls
1577,1207,8936917,3729294,Aquolls,Endoaquolls
1578,2129,8921227,3700829,Udalfs,Hapludalfs
1579,355,8924362,3770540,Udolls,Argiudolls
1580,355,8924362,3770540,Udolls,Argiudolls
1581,2013,8884733,3836685,Udalfs,Hapludalfs
1582,1156,8928372,3730322,Aquolls,Endoaquolls
1583,1038,8938888,3735090,Aquolls,Endoaquolls
1584,451,8884448,3775430,Udolls,Argiudolls
1585,2262,8884160,3759225,Udalfs,Hapludalfs
1586,1737,8858138,3636768,Udalfs,Hapludalfs
1587,1547,8900106,3673944,Udalfs,Hapludalfs
1588,1573,8941721,3801995,Udalfs,Hapludalfs
1589,2416,8851043,3701305,Udalfs,Hapludalfs
1590,906,8879575,3667855,Aqualfs,Endoaqualfs
1591,1752,8890553,3653303,Udalfs,Hapludalfs
1592,3156,8884866,3672021,Fluvents,Udifluvents
1593,1848,8864623,3833350,Udalfs,Hapludalfs
1594,3282,8898096,3709827,Orthents,Udorthents
