X,Y,TAXOUSDA,TAXNUSDA
8988230,3676132,Aquolls,Endoaquolls
8988056,3675916,Aquolls,Endoaquolls
8977334,3682388,Aquolls,Endoaquolls
8951724,3704795,Aquolls,Endoaquolls
8886817,3753643,Aquolls,Endoaquolls
8946951,3697451,Aquolls,Endoaquolls
8961330,3702260,Aquolls,Endoaquolls
8954532,3650080,Aquolls,Endoaquolls
8875507,3622874,Aquolls,Endoaquolls
8958652,3673374,Aquolls,Endoaquolls
8938300,3688173,Aquolls,Endoaquolls
8934598,3640345,Aquolls,Endoaquolls
8929063,3684057,Aquolls,Endoaquolls
8909073,3858700,Aquolls,Endoaquolls
8728047,3851632,Aquolls,Endoaquolls
8694783,3850245,Aquolls,Endoaquolls
8717152,3832596,Aquolls,Endoaquolls
8699168,3826236,Aquolls,Endoaquolls
8844109,3759938,Aquolls,Endoaquolls
8663265,3821891,Aquolls,Endoaquolls
8785523,3697409,Aquolls,Endoaquolls
8853530,3753236,Aquolls,Endoaquolls
8767734,3722864,Aquolls,Endoaquolls
8699434,3789882,Aquolls,Endoaquolls
8774122,3768337,Aquolls,Endoaquolls
8664367,3743860,Aquolls,Endoaquolls
8810813,3722878,Aquolls,Endoaquolls
8833594,3734749,Aquolls,Endoaquolls
8806095,3735574,Aquolls,Endoaquolls
8814187,3743412,Aquolls,Endoaquolls
8839255,3682824,Aquolls,Endoaquolls
8709791,3800561,Aquolls,Endoaquolls
8685045,3817573,Aquolls,Endoaquolls
8702491,3807361,Aquolls,Endoaquolls
8747453,3859362,Aquolls,Endoaquolls
8748131,3852015,Aquolls,Endoaquolls
8686986,3829013,Aquolls,Endoaquolls
8816074,3820511,Aquolls,Endoaquolls
8821414,3759063,Aquolls,Endoaquolls
8819472,3758168,Aquolls,Endoaquolls
8819402,3754831,Aquolls,Endoaquolls
8697677,3671871,Aquolls,Endoaquolls
8692465,3669186,Aquolls,Endoaquolls
8743191,3705244,Aquolls,Endoaquolls
8755083,3700023,Aquolls,Endoaquolls
8751036,3702316,Aquolls,Endoaquolls
8709785,3847501,Aquolls,Endoaquolls
8680984,3857322,Aquolls,Endoaquolls
8699094,3866789,Aquolls,Endoaquolls
8676499,3789959,Aquolls,Endoaquolls
8980605,3725847,Aquolls,Endoaquolls
8881770,3779269,Aquolls,Endoaquolls
8995892,3661947,Aquolls,Endoaquolls
8815494,3654889,Aquolls,Endoaquolls
8974008,3705827,Aquolls,Endoaquolls
8904892,3698980,Aquolls,Endoaquolls
8973649,3706572,Aquolls,Endoaquolls
8881812,3777069,Aquolls,Endoaquolls
8996310,3822623,Aquolls,Endoaquolls
8838012,3661335,Aquolls,Endoaquolls
8815474,3654882,Aquolls,Endoaquolls
8876829,3739972,Aquolls,Endoaquolls
8891485,3730567,Aquolls,Endoaquolls
8886725,3736680,Aquolls,Endoaquolls
8894671,3740316,Aquolls,Endoaquolls
8911520,3659716,Aqualfs,Epiaqualfs
8990821,3811347,Aqualfs,Epiaqualfs
8920559,3673931,Aqualfs,Epiaqualfs
8920642,3673597,Aqualfs,Epiaqualfs
8921077,3673678,Aqualfs,Epiaqualfs
8920416,3673917,Aqualfs,Epiaqualfs
8904813,3828447,Aqualfs,Epiaqualfs
8921224,3674629,Aqualfs,Epiaqualfs
8665386,3638103,Aqualfs,Epiaqualfs
8742770,3624652,Aqualfs,Epiaqualfs
8870330,3691799,Aqualfs,Epiaqualfs
8691534,3628528,Aqualfs,Epiaqualfs
8785279,3661537,Aqualfs,Epiaqualfs
8956634,3714413,Aqualfs,Epiaqualfs
8737011,3645647,Aqualfs,Epiaqualfs
8720795,3701948,Aqualfs,Epiaqualfs
8705481,3683458,Aqualfs,Epiaqualfs
8716161,3682497,Aqualfs,Epiaqualfs
8744427,3639302,Aqualfs,Epiaqualfs
8723054,3628555,Aqualfs,Epiaqualfs
8873552,3624351,Aqualfs,Epiaqualfs
8883513,3630067,Aqualfs,Epiaqualfs
8921913,3699392,Aqualfs,Epiaqualfs
8922488,3675410,Aqualfs,Epiaqualfs
8716162,3682497,Aqualfs,Epiaqualfs
8728831,3697170,Aqualfs,Epiaqualfs
8873000,3839615,Aqualfs,Epiaqualfs
8965719,3715195,Aqualfs,Epiaqualfs
8964500,3715192,Aqualfs,Epiaqualfs
8787012,3646599,Aqualfs,Epiaqualfs
8774727,3679498,Aqualfs,Epiaqualfs
8756455,3628551,Aqualfs,Epiaqualfs
8791041,3661313,Aqualfs,Epiaqualfs
8787270,3672818,Aqualfs,Epiaqualfs
8785246,3661532,Aqualfs,Epiaqualfs
8950146,3681128,Aqualfs,Epiaqualfs
8673078,3833889,Aquolls,Epiaquolls
8936596,3712097,Ochrepts,Eutrochrepts
8705640,3842318,Ochrepts,Eutrochrepts
8705585,3842194,Ochrepts,Eutrochrepts
8852122,3742295,Ochrepts,Eutrochrepts
8759181,3778184,Ochrepts,Eutrochrepts
8872021,3730039,Udepts,Eutrudepts
8948359,3718038,Udepts,Eutrudepts
8821323,3703962,Udepts,Eutrudepts
8837160,3832931,Udepts,Eutrudepts
8872401,3809906,Udepts,Eutrudepts
8917654,3694405,Udepts,Eutrudepts
8923779,3720258,Udepts,Eutrudepts
8963699,3716193,Udepts,Eutrudepts
8933324,3713600,Udepts,Eutrudepts
8963768,3716329,Udepts,Eutrudepts
8907451,3630202,Udepts,Eutrudepts
8833738,3671751,Udepts,Eutrudepts
8814371,3703450,Udepts,Eutrudepts
8817832,3692027,Udepts,Eutrudepts
8882186,3731230,Udepts,Eutrudepts
8882284,3730364,Udepts,Eutrudepts
8882258,3730631,Udepts,Eutrudepts
8817930,3698688,Udepts,Eutrudepts
8830018,3677612,Udepts,Eutrudepts
8765713,3866642,Udepts,Eutrudepts
8892724,3769113,Udepts,Eutrudepts
8833862,3671989,Udepts,Eutrudepts
8835599,3670328,Udepts,Eutrudepts
8906377,3765476,Udepts,Eutrudepts
8892696,3769855,Udepts,Eutrudepts
8817883,3692126,Udepts,Eutrudepts
8915913,3771154,Udepts,Eutrudepts
8662921,3751569,Udepts,Eutrudepts
8665949,3749972,Udepts,Eutrudepts
8858542,3700279,Udepts,Eutrudepts
8985041,3676600,Udepts,Eutrudepts
8887414,3672304,Udepts,Eutrudepts
8674226,3792878,Udepts,Eutrudepts
8670775,3794760,Udepts,Eutrudepts
8812669,3763321,Aquents,Fluvaquents
8923886,3638623,Aquents,Fluvaquents
8924806,3636730,Aquents,Fluvaquents
8835545,3832641,Aquents,Fluvaquents
8835456,3832842,Aquents,Fluvaquents
8875733,3767285,Aquents,Fluvaquents
8883730,3766519,Aquents,Fluvaquents
8917972,3704512,Aquents,Fluvaquents
8735649,3671505,Aquents,Fluvaquents
8943185,3664048,Aquents,Fluvaquents
8911976,3628736,Aquents,Fluvaquents
8886138,3775581,Aquents,Fluvaquents
8721808,3735833,Aquents,Fluvaquents
8715758,3750458,Aquents,Fluvaquents
8795091,3846991,Aquents,Fluvaquents
8883876,3759083,Aquents,Fluvaquents
8943172,3664053,Aquents,Fluvaquents
8888114,3834645,Aquods,Fragiaquods
8978483,3674240,Aquolls,Haplaquolls
8810334,3621297,Aquolls,Haplaquolls
8841370,3677983,Aquolls,Haplaquolls
8726696,3710251,Aquolls,Haplaquolls
8786061,3737123,Saprists,Haplosaprists
9002244,3835643,Saprists,Haplosaprists
9002807,3845232,Saprists,Haplosaprists
8987793,3790563,Saprists,Haplosaprists
8913888,3740187,Saprists,Haplosaprists
8921674,3657259,Saprists,Haplosaprists
8891592,3738494,Saprists,Haplosaprists
8890692,3738768,Saprists,Haplosaprists
8892071,3741651,Saprists,Haplosaprists
8889663,3737840,Saprists,Haplosaprists
8883467,3765289,Saprists,Haplosaprists
8940313,3656667,Saprists,Haplosaprists
8941206,3652580,Saprists,Haplosaprists
8909038,3728275,Saprists,Haplosaprists
8914099,3733801,Saprists,Haplosaprists
8856701,3776992,Saprists,Haplosaprists
8911721,3733270,Saprists,Haplosaprists
8913059,3732522,Saprists,Haplosaprists
8921951,3731967,Saprists,Haplosaprists
8978827,3762615,Saprists,Haplosaprists
8940577,3747064,Saprists,Haplosaprists
8900270,3757940,Saprists,Haplosaprists
8887045,3758992,Saprists,Haplosaprists
8883505,3765784,Saprists,Haplosaprists
8900494,3757371,Saprists,Haplosaprists
8955567,3734186,Saprists,Haplosaprists
8889164,3735993,Saprists,Haplosaprists
8816055,3624112,Xerepts,Haploxerepts
8853917,3819044,Udalfs,Hapludalfs
8917680,3694451,Udalfs,Hapludalfs
8933359,3710196,Udalfs,Hapludalfs
8897221,3808801,Udalfs,Hapludalfs
8921260,3739155,Udalfs,Hapludalfs
8810618,3706029,Udalfs,Hapludalfs
8914176,3826090,Udalfs,Hapludalfs
8937171,3778747,Udalfs,Hapludalfs
8724686,3751714,Udalfs,Hapludalfs
8712205,3722238,Udalfs,Hapludalfs
8724637,3755400,Udalfs,Hapludalfs
8734322,3756141,Udalfs,Hapludalfs
8783488,3754646,Udalfs,Hapludalfs
8721656,3720621,Udalfs,Hapludalfs
8788426,3746301,Udalfs,Hapludalfs
8707067,3748048,Udalfs,Hapludalfs
8780694,3752669,Udalfs,Hapludalfs
8809157,3758453,Udalfs,Hapludalfs
8895969,3832269,Udalfs,Hapludalfs
8898298,3837783,Udalfs,Hapludalfs
8894694,3837605,Udalfs,Hapludalfs
8897597,3835725,Udalfs,Hapludalfs
8893397,3837660,Udalfs,Hapludalfs
8905256,3812036,Udalfs,Hapludalfs
8891369,3839567,Udalfs,Hapludalfs
8904839,3810845,Udalfs,Hapludalfs
8908008,3827938,Udalfs,Hapludalfs
8799229,3737666,Udalfs,Hapludalfs
8809217,3770167,Udalfs,Hapludalfs
8895325,3835004,Udalfs,Hapludalfs
8995349,3723476,Udalfs,Hapludalfs
8697763,3858292,Udalfs,Hapludalfs
8703301,3844198,Udalfs,Hapludalfs
8799986,3748318,Udalfs,Hapludalfs
8759633,3723509,Udalfs,Hapludalfs
8996821,3809618,Udalfs,Hapludalfs
8976280,3853191,Udalfs,Hapludalfs
8722119,3830400,Udalfs,Hapludalfs
8886236,3836074,Udalfs,Hapludalfs
8890421,3824105,Udalfs,Hapludalfs
8906734,3691578,Udalfs,Hapludalfs
8857277,3700564,Udalfs,Hapludalfs
8912363,3702480,Udalfs,Hapludalfs
8909715,3674315,Udalfs,Hapludalfs
8906656,3691658,Udalfs,Hapludalfs
8900106,3673944,Udalfs,Hapludalfs
8994323,3837949,Udalfs,Hapludalfs
9002529,3835988,Udalfs,Hapludalfs
9001352,3821474,Udalfs,Hapludalfs
9003914,3841162,Udalfs,Hapludalfs
8991835,3840769,Udalfs,Hapludalfs
8992397,3833617,Udalfs,Hapludalfs
9003785,3835732,Udalfs,Hapludalfs
8990483,3787483,Udalfs,Hapludalfs
8993180,3844068,Udalfs,Hapludalfs
9002776,3842023,Udalfs,Hapludalfs
9003549,3823817,Udalfs,Hapludalfs
9003463,3823962,Udalfs,Hapludalfs
9001929,3831436,Udalfs,Hapludalfs
8879639,3630241,Udalfs,Hapludalfs
8903693,3630163,Udalfs,Hapludalfs
8877947,3716669,Udalfs,Hapludalfs
8942323,3621011,Udalfs,Hapludalfs
8878790,3638982,Udalfs,Hapludalfs
8985439,3656826,Udalfs,Hapludalfs
8828215,3717597,Udalfs,Hapludalfs
8860440,3827760,Udalfs,Hapludalfs
8949223,3655930,Udalfs,Hapludalfs
8899277,3810425,Udalfs,Hapludalfs
9003370,3724832,Udalfs,Hapludalfs
8911996,3786199,Udalfs,Hapludalfs
8941721,3801995,Udalfs,Hapludalfs
8857568,3826732,Udalfs,Hapludalfs
8857589,3826704,Udalfs,Hapludalfs
8891851,3653910,Udalfs,Hapludalfs
8961504,3635488,Udalfs,Hapludalfs
8945072,3659084,Udalfs,Hapludalfs
8975877,3656184,Udalfs,Hapludalfs
8940948,3681119,Udalfs,Hapludalfs
8965540,3644474,Udalfs,Hapludalfs
8953724,3691156,Udalfs,Hapludalfs
8964258,3648215,Udalfs,Hapludalfs
8923978,3660837,Udalfs,Hapludalfs
8935643,3656373,Udalfs,Hapludalfs
8944637,3677715,Udalfs,Hapludalfs
8973194,3648821,Udalfs,Hapludalfs
8945264,3653455,Udalfs,Hapludalfs
8945264,3653457,Udalfs,Hapludalfs
8902471,3663693,Udalfs,Hapludalfs
8926173,3646720,Udalfs,Hapludalfs
8933276,3651709,Udalfs,Hapludalfs
8933200,3651830,Udalfs,Hapludalfs
8932468,3670424,Udalfs,Hapludalfs
8922051,3656194,Udalfs,Hapludalfs
8927793,3638146,Udalfs,Hapludalfs
8929236,3673885,Udalfs,Hapludalfs
8932466,3670435,Udalfs,Hapludalfs
8921912,3656193,Udalfs,Hapludalfs
8926916,3635875,Udalfs,Hapludalfs
8915214,3664102,Udalfs,Hapludalfs
8926953,3635892,Udalfs,Hapludalfs
8930877,3637002,Udalfs,Hapludalfs
8912425,3672719,Udalfs,Hapludalfs
8904402,3643547,Udalfs,Hapludalfs
8926328,3631216,Udalfs,Hapludalfs
8934997,3655737,Udalfs,Hapludalfs
8912413,3672804,Udalfs,Hapludalfs
8912425,3672769,Udalfs,Hapludalfs
8932877,3665230,Udalfs,Hapludalfs
8941620,3652870,Udalfs,Hapludalfs
8970658,3648846,Udalfs,Hapludalfs
8936238,3713370,Udalfs,Hapludalfs
8842708,3707109,Udalfs,Hapludalfs
8910666,3705375,Udalfs,Hapludalfs
8820376,3697377,Udalfs,Hapludalfs
8859834,3690598,Udalfs,Hapludalfs
8943245,3708033,Udalfs,Hapludalfs
8914084,3738387,Udalfs,Hapludalfs
8820127,3661156,Udalfs,Hapludalfs
8812234,3704525,Udalfs,Hapludalfs
8993688,3844949,Udalfs,Hapludalfs
8874241,3840432,Udalfs,Hapludalfs
8876136,3838682,Udalfs,Hapludalfs
8887955,3709517,Udalfs,Hapludalfs
8895186,3675878,Udalfs,Hapludalfs
8867146,3681790,Udalfs,Hapludalfs
8902162,3650951,Udalfs,Hapludalfs
8862888,3680326,Udalfs,Hapludalfs
8883445,3697000,Udalfs,Hapludalfs
8898660,3680078,Udalfs,Hapludalfs
8898897,3676324,Udalfs,Hapludalfs
8876179,3667564,Udalfs,Hapludalfs
8890923,3811562,Udalfs,Hapludalfs
8997179,3665290,Udalfs,Hapludalfs
8860565,3810180,Udalfs,Hapludalfs
8884876,3709997,Udalfs,Hapludalfs
8872676,3807264,Udalfs,Hapludalfs
8929514,3759685,Udalfs,Hapludalfs
8929469,3772646,Udalfs,Hapludalfs
8862836,3828397,Udalfs,Hapludalfs
8895845,3671253,Udalfs,Hapludalfs
8865687,3827588,Udalfs,Hapludalfs
8865665,3827653,Udalfs,Hapludalfs
8864621,3638708,Udalfs,Hapludalfs
8885973,3629982,Udalfs,Hapludalfs
8934771,3635570,Udalfs,Hapludalfs
8925622,3663009,Udalfs,Hapludalfs
8902409,3670125,Udalfs,Hapludalfs
8914105,3644422,Udalfs,Hapludalfs
8903369,3673156,Udalfs,Hapludalfs
8900363,3671116,Udalfs,Hapludalfs
8909668,3643107,Udalfs,Hapludalfs
8923889,3658160,Udalfs,Hapludalfs
8935322,3661566,Udalfs,Hapludalfs
8923491,3650111,Udalfs,Hapludalfs
8923581,3650111,Udalfs,Hapludalfs
8908990,3651017,Udalfs,Hapludalfs
8917411,3629086,Udalfs,Hapludalfs
8939118,3664226,Udalfs,Hapludalfs
8931950,3673868,Udalfs,Hapludalfs
8915555,3661804,Udalfs,Hapludalfs
8927364,3637493,Udalfs,Hapludalfs
8930247,3645838,Udalfs,Hapludalfs
8930236,3646000,Udalfs,Hapludalfs
8927793,3637211,Udalfs,Hapludalfs
8927020,3634791,Udalfs,Hapludalfs
8906530,3673089,Udalfs,Hapludalfs
8930758,3644274,Udalfs,Hapludalfs
8928999,3643094,Udalfs,Hapludalfs
8678578,3643044,Udalfs,Hapludalfs
8759363,3773900,Udalfs,Hapludalfs
8912280,3639217,Udalfs,Hapludalfs
8914059,3637288,Udalfs,Hapludalfs
8914058,3637291,Udalfs,Hapludalfs
8912618,3639802,Udalfs,Hapludalfs
8681263,3623418,Udalfs,Hapludalfs
8774419,3679662,Udalfs,Hapludalfs
8794166,3728147,Udalfs,Hapludalfs
8698632,3716330,Udalfs,Hapludalfs
8676777,3649547,Udalfs,Hapludalfs
8739850,3623897,Udalfs,Hapludalfs
8756161,3743985,Udalfs,Hapludalfs
8729393,3743056,Udalfs,Hapludalfs
8759929,3814629,Udalfs,Hapludalfs
8758264,3817614,Udalfs,Hapludalfs
8759930,3814636,Udalfs,Hapludalfs
8674780,3837608,Udalfs,Hapludalfs
8709187,3866060,Udalfs,Hapludalfs
8910317,3623577,Udalfs,Hapludalfs
8728328,3779814,Udalfs,Hapludalfs
8706600,3778098,Udalfs,Hapludalfs
8726812,3802856,Udalfs,Hapludalfs
8728704,3804207,Udalfs,Hapludalfs
8676067,3816874,Udalfs,Hapludalfs
8742707,3798125,Udalfs,Hapludalfs
8713382,3839944,Udalfs,Hapludalfs
8722878,3757889,Udalfs,Hapludalfs
8708415,3758626,Udalfs,Hapludalfs
8742589,3798529,Udalfs,Hapludalfs
8769022,3810622,Udalfs,Hapludalfs
8756145,3743999,Udalfs,Hapludalfs
8793521,3807369,Udalfs,Hapludalfs
8841243,3702496,Udalfs,Hapludalfs
8818342,3702269,Udalfs,Hapludalfs
8862204,3642751,Udalfs,Hapludalfs
8906279,3767885,Udalfs,Hapludalfs
8834231,3701472,Udalfs,Hapludalfs
8896620,3673697,Udalfs,Hapludalfs
8854208,3662838,Udalfs,Hapludalfs
8891747,3774290,Udalfs,Hapludalfs
8867827,3696389,Udalfs,Hapludalfs
8879601,3679463,Udalfs,Hapludalfs
8848421,3701094,Udalfs,Hapludalfs
8860460,3650579,Udalfs,Hapludalfs
8914773,3686926,Udalfs,Hapludalfs
8906622,3690884,Udalfs,Hapludalfs
8855717,3663811,Udalfs,Hapludalfs
8877443,3695856,Udalfs,Hapludalfs
8848529,3701118,Udalfs,Hapludalfs
8911697,3701408,Udalfs,Hapludalfs
8908396,3709461,Udalfs,Hapludalfs
8857027,3677868,Udalfs,Hapludalfs
8938425,3775010,Udalfs,Hapludalfs
8847489,3634200,Udalfs,Hapludalfs
8674672,3821223,Udalfs,Hapludalfs
8670698,3823021,Udalfs,Hapludalfs
8672944,3813691,Udalfs,Hapludalfs
8763272,3807792,Udalfs,Hapludalfs
8767499,3684417,Udalfs,Hapludalfs
8739554,3646792,Udalfs,Hapludalfs
8743816,3646333,Udalfs,Hapludalfs
8955042,3705315,Udalfs,Hapludalfs
8889962,3649849,Udalfs,Hapludalfs
8882353,3645599,Udalfs,Hapludalfs
8956045,3711765,Udalfs,Hapludalfs
8858138,3636768,Udalfs,Hapludalfs
8882176,3644694,Udalfs,Hapludalfs
8930412,3774147,Udalfs,Hapludalfs
8921567,3696996,Udalfs,Hapludalfs
8915499,3775035,Udalfs,Hapludalfs
8865490,3725400,Udalfs,Hapludalfs
8912204,3700618,Udalfs,Hapludalfs
8946431,3710303,Udalfs,Hapludalfs
8948482,3754691,Udalfs,Hapludalfs
8956749,3716077,Udalfs,Hapludalfs
8891543,3660788,Udalfs,Hapludalfs
8889922,3653754,Udalfs,Hapludalfs
8912294,3681516,Udalfs,Hapludalfs
8889556,3649888,Udalfs,Hapludalfs
8900316,3670992,Udalfs,Hapludalfs
8890553,3653303,Udalfs,Hapludalfs
8934469,3716225,Udalfs,Hapludalfs
8799900,3624737,Udalfs,Hapludalfs
8898476,3670755,Udalfs,Hapludalfs
8882289,3645436,Udalfs,Hapludalfs
8961386,3701153,Udalfs,Hapludalfs
8967611,3759624,Udalfs,Hapludalfs
8923511,3695598,Udalfs,Hapludalfs
8924943,3696125,Udalfs,Hapludalfs
8859683,3672400,Udalfs,Hapludalfs
8852720,3623109,Udalfs,Hapludalfs
8852746,3623171,Udalfs,Hapludalfs
8944422,3761052,Udalfs,Hapludalfs
8949244,3700150,Udalfs,Hapludalfs
8872536,3839594,Udalfs,Hapludalfs
8877040,3835814,Udalfs,Hapludalfs
8872630,3839501,Udalfs,Hapludalfs
8866636,3819029,Udalfs,Hapludalfs
8876403,3823090,Udalfs,Hapludalfs
8966476,3638818,Udalfs,Hapludalfs
8967104,3638544,Udalfs,Hapludalfs
8943852,3683762,Udalfs,Hapludalfs
8907148,3724514,Udalfs,Hapludalfs
8857761,3698675,Udalfs,Hapludalfs
8689708,3667330,Udalfs,Hapludalfs
8689910,3665682,Udalfs,Hapludalfs
8689608,3666049,Udalfs,Hapludalfs
8698023,3724521,Udalfs,Hapludalfs
8713136,3647227,Udalfs,Hapludalfs
8714125,3646448,Udalfs,Hapludalfs
8889557,3653797,Udalfs,Hapludalfs
8864633,3641387,Udalfs,Hapludalfs
8954060,3702853,Udalfs,Hapludalfs
8914050,3767873,Udalfs,Hapludalfs
8889790,3764532,Udalfs,Hapludalfs
8886397,3770039,Udalfs,Hapludalfs
8931480,3761149,Udalfs,Hapludalfs
8944007,3761280,Udalfs,Hapludalfs
8944345,3760398,Udalfs,Hapludalfs
8942682,3759601,Udalfs,Hapludalfs
8943341,3757305,Udalfs,Hapludalfs
8810204,3624081,Udalfs,Hapludalfs
8957415,3712819,Udalfs,Hapludalfs
8949209,3846833,Udalfs,Hapludalfs
8859700,3811912,Udalfs,Hapludalfs
8954983,3710613,Udalfs,Hapludalfs
8954799,3720967,Udalfs,Hapludalfs
8933827,3710241,Udalfs,Hapludalfs
8930887,3773722,Udalfs,Hapludalfs
8916009,3781541,Udalfs,Hapludalfs
8764876,3719500,Udalfs,Hapludalfs
8795710,3639155,Udalfs,Hapludalfs
8669566,3683998,Udalfs,Hapludalfs
8687439,3688384,Udalfs,Hapludalfs
8707730,3730243,Udalfs,Hapludalfs
8774625,3681540,Udalfs,Hapludalfs
8774584,3681565,Udalfs,Hapludalfs
8775698,3648043,Udalfs,Hapludalfs
8764875,3719500,Udalfs,Hapludalfs
8685853,3672700,Udalfs,Hapludalfs
8695884,3662808,Udalfs,Hapludalfs
8885465,3862806,Udalfs,Hapludalfs
8885749,3862895,Udalfs,Hapludalfs
8899746,3866097,Udalfs,Hapludalfs
8899731,3866038,Udalfs,Hapludalfs
8899714,3865920,Udalfs,Hapludalfs
8899697,3865842,Udalfs,Hapludalfs
8895741,3867475,Udalfs,Hapludalfs
8896006,3867500,Udalfs,Hapludalfs
8896376,3867079,Udalfs,Hapludalfs
8897415,3853954,Udalfs,Hapludalfs
8897327,3853980,Udalfs,Hapludalfs
8899127,3851248,Udalfs,Hapludalfs
8896552,3861122,Udalfs,Hapludalfs
8896586,3861216,Udalfs,Hapludalfs
8896622,3861279,Udalfs,Hapludalfs
8896663,3861337,Udalfs,Hapludalfs
8896540,3860946,Udalfs,Hapludalfs
8897504,3861372,Udalfs,Hapludalfs
8753840,3774994,Udalfs,Hapludalfs
8743768,3786493,Udalfs,Hapludalfs
8752949,3789786,Udalfs,Hapludalfs
8758595,3796117,Udalfs,Hapludalfs
8755474,3781051,Udalfs,Hapludalfs
8722764,3793825,Udalfs,Hapludalfs
8726921,3792115,Udalfs,Hapludalfs
8762407,3863354,Udalfs,Hapludalfs
8769049,3847756,Udalfs,Hapludalfs
8714641,3846308,Udalfs,Hapludalfs
8728606,3643061,Udalfs,Hapludalfs
8753762,3647753,Udalfs,Hapludalfs
8749627,3651440,Udalfs,Hapludalfs
8911156,3810190,Udalfs,Hapludalfs
8940538,3706789,Udalfs,Hapludalfs
8868897,3834679,Udalfs,Hapludalfs
8857114,3825923,Udalfs,Hapludalfs
8864623,3833350,Udalfs,Hapludalfs
8848161,3837445,Udalfs,Hapludalfs
8887102,3836195,Udalfs,Hapludalfs
8859240,3837620,Udalfs,Hapludalfs
8941168,3784291,Udalfs,Hapludalfs
8897387,3808890,Udalfs,Hapludalfs
8862165,3829752,Udalfs,Hapludalfs
8860185,3826095,Udalfs,Hapludalfs
8897299,3808885,Udalfs,Hapludalfs
8868443,3834219,Udalfs,Hapludalfs
8861076,3829186,Udalfs,Hapludalfs
8917641,3683598,Udalfs,Hapludalfs
8867232,3660320,Udalfs,Hapludalfs
8872347,3697719,Udalfs,Hapludalfs
8898757,3692475,Udalfs,Hapludalfs
8868472,3703628,Udalfs,Hapludalfs
8903307,3708029,Udalfs,Hapludalfs
8883126,3648514,Udalfs,Hapludalfs
8896131,3668736,Udalfs,Hapludalfs
8887664,3655934,Udalfs,Hapludalfs
8879497,3649282,Udalfs,Hapludalfs
8938879,3787872,Udalfs,Hapludalfs
8900856,3773518,Udalfs,Hapludalfs
8897270,3670653,Udalfs,Hapludalfs
8837586,3665519,Udalfs,Hapludalfs
8860054,3671783,Udalfs,Hapludalfs
8943650,3702968,Udalfs,Hapludalfs
8833919,3686749,Udalfs,Hapludalfs
8907753,3698846,Udalfs,Hapludalfs
8847656,3673363,Udalfs,Hapludalfs
8886752,3651218,Udalfs,Hapludalfs
8898795,3670667,Udalfs,Hapludalfs
8865037,3641653,Udalfs,Hapludalfs
8851039,3702291,Udalfs,Hapludalfs
8861624,3645480,Udalfs,Hapludalfs
8798106,3621151,Udalfs,Hapludalfs
8847844,3673006,Udalfs,Hapludalfs
8845052,3669824,Udalfs,Hapludalfs
8858660,3810593,Udalfs,Hapludalfs
8848111,3634153,Udalfs,Hapludalfs
8854394,3637527,Udalfs,Hapludalfs
8937780,3711222,Udalfs,Hapludalfs
8944734,3710876,Udalfs,Hapludalfs
8889611,3653951,Udalfs,Hapludalfs
8929442,3774549,Udalfs,Hapludalfs
8847998,3701074,Udalfs,Hapludalfs
8855137,3692971,Udalfs,Hapludalfs
8943949,3705933,Udalfs,Hapludalfs
8911979,3701908,Udalfs,Hapludalfs
8852671,3663433,Udalfs,Hapludalfs
8900941,3774768,Udalfs,Hapludalfs
8913378,3774764,Udalfs,Hapludalfs
8945729,3711369,Udalfs,Hapludalfs
8866560,3811223,Udalfs,Hapludalfs
8892439,3662679,Udalfs,Hapludalfs
8833891,3689004,Udalfs,Hapludalfs
8857629,3705825,Udalfs,Hapludalfs
8834461,3702593,Udalfs,Hapludalfs
8827190,3700002,Udalfs,Hapludalfs
8833687,3668323,Udalfs,Hapludalfs
8943881,3803607,Udalfs,Hapludalfs
8938904,3711053,Udalfs,Hapludalfs
8912281,3800621,Udalfs,Hapludalfs
8899036,3702835,Udalfs,Hapludalfs
8941433,3777677,Udalfs,Hapludalfs
8944380,3779583,Udalfs,Hapludalfs
8886804,3648751,Udalfs,Hapludalfs
8839181,3668381,Udalfs,Hapludalfs
8877321,3695913,Udalfs,Hapludalfs
8865976,3698345,Udalfs,Hapludalfs
8872493,3668669,Udalfs,Hapludalfs
8887870,3658872,Udalfs,Hapludalfs
8912069,3701472,Udalfs,Hapludalfs
8855653,3664014,Udalfs,Hapludalfs
8868959,3660480,Udalfs,Hapludalfs
8897444,3673721,Udalfs,Hapludalfs
8871005,3659029,Udalfs,Hapludalfs
8888183,3662411,Udalfs,Hapludalfs
8847491,3634199,Udalfs,Hapludalfs
8846883,3694657,Udalfs,Hapludalfs
8819704,3697055,Udalfs,Hapludalfs
8857779,3657194,Udalfs,Hapludalfs
8850750,3707639,Udalfs,Hapludalfs
8828219,3690187,Udalfs,Hapludalfs
8844267,3692505,Udalfs,Hapludalfs
8906860,3693288,Udalfs,Hapludalfs
8858879,3651272,Udalfs,Hapludalfs
8890379,3812073,Udalfs,Hapludalfs
8891078,3811041,Udalfs,Hapludalfs
8952450,3815759,Udalfs,Hapludalfs
8890475,3824381,Udalfs,Hapludalfs
8913128,3796659,Udalfs,Hapludalfs
8820791,3626548,Udalfs,Hapludalfs
8820757,3626556,Udalfs,Hapludalfs
8890727,3824889,Udalfs,Hapludalfs
8941991,3812941,Udalfs,Hapludalfs
8715707,3657709,Udalfs,Hapludalfs
8753646,3647846,Udalfs,Hapludalfs
